totim,kstp,kper,zone,STO-SS-IN,RIV-IN,RCHA-IN,STO-SS-OUT,RIV-OUT,RCHA-OUT,FROM ZONE 0,FROM ZONE 1,TO ZONE 0,TO ZONE 1
1.000000000000000,1,1,1,.000000000000000,22175.73296829425,28844.89361915841,.000000000000000,51020.45857893666,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000
