BASE_FLOW
168.00552935964535
168.88392116979435
170.6035244599308
172.6860651054549
175.24286115193556
177.59773220910574
180.0770510977847
182.35343165652517
184.48837857102473
186.46418153660696
188.27682318850015
189.94160050949372
191.4715872904991
192.87269236210867
194.1550557059589
195.33077264209498
195.8989842475618
196.42316128891517
196.90228117464164
197.32526280532528
197.2869557857749
197.23562361940606
197.16794168677237
197.07090397435056
196.9492440557072
196.7915426363213
196.60196957928372
196.41668626979742
196.7311883942143
198.64942269741192
200.40984417820962
201.9327188954735
203.22033669625463
204.35355811926186
205.34461925501327
206.19838046888893
206.92242811420556
207.52366131042564
208.0044115524109
208.39323922673336
208.69569779919715
208.9101159085921
209.05210440912532
209.26015635246503
209.45558158285732
209.68007413059632
209.8847103621429
210.07067420861227
210.54912816426955
210.91090733833832
211.18151480352134
211.35340839760596
211.42858890540396
211.43609051296394
211.38578810097528
211.27199571675618
211.1027530580486
210.8897886220331
210.62901695754357
210.3278258232886
209.98715366157333
209.6058700151337
209.19081994566156
208.89550055084337
209.60247305719494
210.03208425404898
210.98095576163013
211.61143300932292
212.11572131555337
212.51544799130596
212.80525601890812
213.00573553966223
213.12165694704004
213.16067654017837
213.1265757592394
213.02953514807845
212.8678222840142
212.64403756703467
212.37581689037646
212.05672168367295
211.68587663409835
211.26124502749715
210.7829923064753
210.2647871765488
209.7048040173201
209.0979508500345
208.44494961563862
207.76170598315184
207.05003721105683
206.3210368371277
205.5688481329704
204.7849490027766
203.96695992334605
203.11997096917344
202.24508651887277
201.34515470702217
200.41537209842605
199.47823290389476
198.5416481701855
197.7333045243749
197.06488198675441
196.44629970809677
195.85347871538224
195.22124132050186
194.53776021569672
193.7965870674321
193.00211881448772
192.21567533639572
191.5184775941563
190.82891275129305
190.17070677727585
189.57371833914397
188.95180541911617
188.3892220421475
187.79512677691474
187.2010899939716
186.67263962283508
186.09474113658962
185.62197284398013
185.11179682732697
184.59972693276774
184.38466572268547
184.56583205822508
184.5938030070114
184.51699482436194
184.35146056851823
184.10741675767724
183.76400335419558
183.4678993451498
183.24742284425378
182.96381062505807
182.61119685809078
182.1725861369651
181.65963746995322
181.06557149716573
180.4821374518538
179.8720675565018
179.23100116952114
178.55311939696392
177.84208815012204
177.10323074082785
176.36218115522195
175.59087233478675
174.78755386398063
173.97441758555865
173.11260900630043
172.19820201866222
171.24995255984507
170.29053153221042
169.32734823326172
168.35976678430467
167.39435172195982
166.44680113623062
165.49476373039684
164.57525415957832
163.70682768846166
162.85666328570926
162.0941297259722
161.4309242042886
160.76792835879994
160.09046279911772
159.3881075506444
158.69783333534707
158.04312461573383
157.3809224438408
156.70732098015094
156.06488486475416
155.42062077501078
154.77001719788157
154.2112012117767
153.64056859496242
153.05244769215773
152.4809155597596
151.9036197070902
151.3179399090769
150.75556618424318
150.1910328417271
149.62440910834366
149.0593548888605
148.49179614868035
147.92320650765518
147.35891140936525
146.80023653122657
146.243528839194
145.6862945038108
145.13641639533634
144.67804654426942
144.37336366948514
144.15105625097127
143.9868379959091
143.77955867318482
143.5289820274025
143.27201452541217
143.01121522938118
142.7851615150861
142.72781553609462
142.739587535612
142.7427399495094
142.71370077754813
142.63618723457333
142.5484748176372
142.47730710522438
142.37043271348415
142.22299798376903
142.04625707517286
141.83465925807036
141.59399682599076
141.31895417071132
141.02884938982515
140.72554424945298
140.4057642064602
140.060254899519
139.69483214151737
139.31360944886666
138.93048707129904
138.5288950087812
138.12711812594398
137.71736466058334
137.2992842756163
136.88474134192674
136.45104421685284
136.01848305793706
135.57788770850843
135.12333866635743
134.67155029893163
134.21781166169652
133.77316439951585
133.33318255516852
132.89859877727736
132.45509530963994
132.0131480051341
131.56618068731282
131.11082289417803
130.63159212193878
130.13940854733318
129.62756186680085
129.11165971766914
128.60330329293336
128.09797685860127
127.60259272928099
127.1203941134867
