totim,kstp,kper,zone,STO-SS-IN,DRN-IN,RIV-IN,RCHA-IN,STO-SS-OUT,DRN-OUT,RIV-OUT,RCHA-OUT,FROM ZONE 0,FROM ZONE 1,TO ZONE 0,TO ZONE 1
1.000000000000000,1,1,1,.000000000000000,.000000000000000,3560.828401384165,28844.89361915841,.000000000000000,11950.10331492429,20455.08502343895,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000
