totim,kstp,kper,zone,STO-SS-IN,DRN-IN,RIV-IN,RCHA-IN,STO-SS-OUT,DRN-OUT,RIV-OUT,RCHA-OUT,FROM ZONE 0,FROM ZONE 1,TO ZONE 0,TO ZONE 1
1.000000000000000,1,1,1,.000000000000000,.000000000000000,10909.66010795868,27438.46271199807,.000000000000000,32893.93208357845,5454.722797285422,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000
