obs_point,date,head
MEL_1,2003-05-13,16.34
MEL_1,2003-05-26,16.6
MEL_1,2003-06-11,16.33
MEL_1,2003-06-24,16.03
MEL_1,2003-07-08,15.98
MEL_1,2003-07-29,15.68
MEL_1,2003-08-12,15.53
MEL_1,2003-08-26,15.38
MEL_1,2003-09-16,15.48
MEL_1,2003-09-30,15.39
MEL_1,2003-10-13,15.43
MEL_1,2003-10-27,15.51
MEL_1,2003-11-24,15.68
MEL_1,2003-12-15,15.81
MEL_1,2004-01-05,16.03
MEL_1,2004-01-21,17.01
MEL_1,2004-02-16,16.9
MEL_1,2004-03-01,16.86
MEL_1,2004-03-15,16.91
MEL_1,2004-03-29,16.76
MEL_1,2004-04-13,16.89
MEL_1,2004-04-26,16.68
MEL_1,2004-05-10,16.66
MEL_1,2004-06-01,16.18
MEL_1,2004-06-14,16.03
MEL_1,2004-06-25,15.83
MEL_1,2004-06-28,15.88
MEL_1,2004-07-12,15.83
MEL_1,2004-08-02,15.74
MEL_1,2004-08-16,15.8
MEL_1,2004-08-30,15.79
MEL_1,2004-09-13,15.6
MEL_1,2004-09-27,15.65
MEL_1,2004-10-11,15.55
MEL_1,2004-10-25,15.63
MEL_1,2004-11-16,15.77
MEL_1,2004-11-29,15.94
MEL_1,2004-12-13,16.0
MEL_1,2005-01-03,16.33
MEL_1,2005-01-17,16.37
MEL_1,2005-01-31,16.52
MEL_1,2005-02-14,17.09
MEL_1,2005-03-07,16.92
MEL_1,2005-03-14,17.0
MEL_1,2005-03-29,16.8
MEL_1,2005-04-11,16.79
MEL_1,2005-04-25,16.86
MEL_1,2005-05-09,17.06
MEL_1,2005-05-23,16.71
MEL_1,2005-05-30,16.47
MEL_1,2005-06-14,16.19
MEL_1,2005-06-28,15.86
MEL_1,2005-07-12,16.25
MEL_1,2005-07-26,15.93
MEL_1,2005-08-16,15.74
MEL_1,2005-08-29,15.97
MEL_1,2005-09-12,15.77
MEL_1,2005-09-26,15.66
MEL_1,2005-10-11,15.73
MEL_1,2005-10-24,15.69
MEL_1,2005-11-14,15.85
MEL_1,2005-11-28,16.3
MEL_1,2005-12-12,16.38
MEL_1,2006-01-02,16.85
MEL_1,2006-01-10,16.71
MEL_1,2006-02-01,16.68
MEL_1,2006-02-14,17.01
MEL_1,2006-02-28,17.09
MEL_1,2006-03-13,17.18
MEL_1,2006-03-27,17.04
MEL_1,2006-04-11,17.11
MEL_1,2006-04-24,17.0
MEL_1,2006-05-08,16.82
MEL_1,2006-05-29,16.95
MEL_1,2006-06-13,16.39
MEL_1,2006-06-26,16.25
MEL_1,2006-07-10,15.91
MEL_1,2006-07-25,15.63
MEL_1,2006-08-10,15.63
MEL_1,2006-08-28,16.71
MEL_1,2006-09-11,16.21
MEL_1,2006-09-25,16.01
MEL_1,2006-10-10,16.03
MEL_1,2006-10-23,16.03
MEL_1,2006-11-06,16.19
MEL_1,2006-11-28,16.8
MEL_1,2006-12-11,17.2
MEL_1,2007-01-02,17.15
MEL_1,2007-01-15,17.12
MEL_1,2007-01-31,17.11
MEL_1,2007-02-15,17.25
MEL_1,2007-02-26,17.21
MEL_1,2007-03-12,17.23
MEL_1,2007-03-26,17.12
MEL_1,2007-04-11,16.95
MEL_1,2007-04-23,16.75
MEL_1,2007-05-14,16.53
MEL_1,2007-05-31,16.43
MEL_1,2007-06-11,16.32
MEL_1,2007-06-25,16.33
MEL_1,2007-07-10,16.22
MEL_1,2007-07-24,16.73
MEL_1,2007-08-07,16.38
MEL_1,2007-08-27,16.38
MEL_1,2007-09-10,16.19
MEL_1,2007-09-24,16.18
MEL_1,2007-10-08,16.59
MEL_1,2007-10-22,16.53
MEL_1,2007-11-12,16.83
MEL_1,2007-11-26,16.95
MEL_1,2007-12-10,17.23
MEL_1,2007-12-21,17.09
MEL_1,2008-01-14,17.13
MEL_1,2008-01-28,17.05
MEL_1,2008-02-11,17.12
MEL_1,2008-02-25,16.98
MEL_1,2008-03-10,17.06
MEL_1,2008-03-25,17.25
MEL_1,2008-04-07,17.22
MEL_1,2008-04-21,17.18
MEL_1,2008-05-13,16.75
MEL_1,2008-05-26,16.53
MEL_1,2008-06-09,16.86
MEL_1,2008-06-23,16.44
MEL_1,2008-07-07,16.14
MEL_1,2008-07-22,16.08
MEL_1,2008-08-11,15.93
MEL_1,2008-08-25,15.91
MEL_1,2008-09-08,15.92
MEL_1,2008-09-11,15.83
MEL_1,2008-09-22,15.76
MEL_1,2008-10-13,15.98
MEL_1,2008-10-27,16.03
MEL_1,2008-11-07,16.13
MEL_1,2008-11-21,16.31
MEL_1,2008-12-08,16.96
MEL_1,2008-12-19,16.91
MEL_1,2009-01-12,16.67
MEL_1,2009-01-26,17.13
MEL_1,2009-02-09,17.04
MEL_1,2009-02-24,17.13
MEL_1,2009-03-09,17.11
MEL_1,2009-04-06,17.12
MEL_1,2009-04-20,16.98
MEL_1,2009-05-11,16.57
MEL_1,2009-05-25,16.4
MEL_1,2009-06-22,16.23
MEL_1,2009-07-06,15.93
MEL_1,2009-08-04,15.73
MEL_1,2009-09-07,15.43
MEL_1,2009-09-21,15.33
MEL_1,2009-10-05,15.25
MEL_1,2009-10-19,15.58
MEL_1,2009-10-30,15.62
MEL_1,2009-11-16,15.75
MEL_1,2009-12-07,16.38
MEL_1,2009-12-23,16.42
MEL_1,2010-01-11,16.82
MEL_1,2010-02-08,17.11
MEL_1,2010-02-22,16.98
MEL_1,2010-03-22,17.18
MEL_1,2010-04-12,17.09
MEL_1,2010-04-20,16.95
MEL_1,2010-05-11,16.65
MEL_1,2010-06-07,16.26
MEL_1,2010-06-30,15.86
MEL_1,2010-08-02,15.52
MEL_1,2010-08-17,16.0
MEL_1,2010-09-06,15.93
MEL_1,2010-10-04,16.49
MEL_1,2010-10-18,16.29
MEL_1,2010-11-05,16.62
MEL_1,2010-12-10,17.19
MEL_1,2010-12-23,17.18
MEL_1,2011-01-10,17.22
MEL_1,2011-01-21,17.18
MEL_1,2011-02-07,17.13
MEL_2,2003-01-30,19.07
MEL_2,2003-05-15,18.9
MEL_2,2003-06-26,18.9
MEL_2,2003-07-10,18.9
MEL_2,2003-09-04,18.9
MEL_2,2003-09-18,18.9
MEL_2,2003-10-02,18.9
MEL_2,2003-10-31,18.9
MEL_2,2003-11-12,18.9
MEL_2,2003-11-26,18.9
MEL_2,2003-12-17,18.9
MEL_2,2004-01-08,18.9
MEL_2,2004-01-21,18.9
MEL_2,2004-02-04,18.93
MEL_2,2004-02-18,18.9
MEL_2,2005-05-13,18.9
MEL_2,2005-05-31,18.9
MEL_2,2005-07-01,18.9
MEL_2,2005-07-12,18.9
MEL_2,2005-07-28,18.9
MEL_2,2005-08-19,18.9
MEL_2,2005-09-16,18.9
MEL_2,2005-09-27,18.9
MEL_2,2005-10-14,18.9
MEL_2,2005-10-31,18.9
MEL_2,2005-11-18,18.9
MEL_2,2005-12-02,18.9
MEL_2,2005-12-16,18.9
MEL_2,2006-01-05,18.9
MEL_2,2006-01-20,18.9
MEL_2,2006-02-17,18.96
MEL_2,2006-03-03,18.9
MEL_2,2006-03-17,18.9
MEL_2,2006-04-04,18.9
MEL_2,2006-04-14,18.9
MEL_2,2006-04-27,18.9
MEL_2,2006-05-11,18.9
MEL_2,2006-06-02,18.9
MEL_2,2006-06-16,18.9
MEL_2,2006-06-29,18.9
MEL_2,2006-07-13,18.9
MEL_2,2006-07-28,18.9
MEL_2,2006-08-18,18.9
MEL_2,2006-09-01,18.9
MEL_2,2006-09-15,18.9
MEL_2,2006-09-29,18.9
MEL_2,2006-10-13,18.9
MEL_2,2006-11-10,18.9
MEL_2,2006-12-01,18.9
MEL_2,2006-12-15,18.91
MEL_2,2007-01-05,18.96
MEL_2,2007-01-22,18.9
MEL_2,2007-02-02,18.9
MEL_2,2007-02-16,19.04
MEL_2,2007-03-02,19.03
MEL_2,2007-03-16,18.9
MEL_2,2007-03-30,18.9
MEL_2,2007-04-27,18.9
MEL_2,2007-05-15,18.9
MEL_2,2007-06-01,18.9
MEL_2,2007-06-15,18.9
MEL_2,2007-06-29,18.9
MEL_2,2007-07-13,18.9
MEL_2,2007-07-26,18.9
MEL_2,2007-08-10,18.9
MEL_2,2007-08-31,18.9
MEL_2,2007-09-14,18.9
MEL_2,2007-09-27,18.9
MEL_2,2007-10-12,18.9
MEL_2,2007-10-26,18.9
MEL_2,2007-11-16,18.9
MEL_2,2007-11-30,18.9
MEL_2,2007-12-14,18.97
MEL_2,2008-01-04,18.9
MEL_2,2008-01-16,18.99
MEL_2,2008-01-30,18.9
MEL_2,2008-02-14,18.9
MEL_2,2008-02-27,18.9
MEL_2,2008-03-17,19.02
MEL_2,2008-03-26,19.03
MEL_2,2008-04-09,18.92
MEL_2,2008-04-23,18.9
MEL_2,2008-05-14,18.9
MEL_2,2008-05-28,18.9
MEL_2,2008-06-10,18.9
MEL_2,2008-06-25,18.9
MEL_2,2008-07-08,18.9
MEL_2,2008-07-23,18.9
MEL_2,2008-08-13,18.9
MEL_2,2008-08-27,18.9
MEL_2,2008-09-10,18.9
MEL_2,2008-09-24,18.9
MEL_2,2008-10-15,18.9
MEL_2,2008-10-29,18.9
MEL_2,2008-11-12,18.9
MEL_2,2008-11-26,18.9
MEL_2,2008-12-10,18.9
MEL_2,2008-12-22,18.9
MEL_2,2009-01-13,18.9
MEL_2,2009-01-28,18.9
MEL_2,2009-02-11,19.03
MEL_2,2009-02-25,18.9
MEL_2,2009-03-10,18.9
MEL_2,2009-03-25,19.07
MEL_2,2009-04-08,18.9
MEL_2,2009-04-22,18.9
MEL_2,2009-05-13,18.9
MEL_2,2009-05-27,18.9
MEL_2,2009-06-10,18.9
MEL_2,2009-06-23,18.9
MEL_2,2009-07-08,18.9
MEL_2,2009-07-22,18.9
MEL_2,2009-08-12,18.9
MEL_2,2009-08-26,18.9
MEL_2,2009-09-09,18.9
MEL_2,2009-09-23,18.9
MEL_2,2009-10-07,18.9
MEL_2,2009-10-21,18.9
MEL_2,2009-11-04,18.9
MEL_2,2009-11-18,18.9
MEL_2,2009-12-09,18.9
MEL_2,2009-12-21,18.9
MEL_2,2010-01-20,18.9
MEL_2,2010-01-27,18.9
MEL_2,2010-02-10,18.9
MEL_2,2010-02-24,18.99
MEL_2,2010-03-10,18.9
MEL_2,2010-03-24,18.95
MEL_2,2010-04-07,18.95
MEL_2,2010-04-21,18.9
MEL_2,2010-05-05,18.9
MEL_2,2010-05-18,18.9
MEL_2,2010-06-09,18.9
MEL_2,2010-06-23,18.9
MEL_2,2010-07-07,18.9
MEL_2,2010-07-28,18.9
MEL_2,2010-08-11,18.9
MEL_2,2010-08-25,18.9
MEL_2,2010-09-08,18.9
MEL_2,2010-09-22,18.9
MEL_2,2010-10-06,18.9
MEL_2,2010-10-20,18.9
MEL_2,2010-11-08,18.9
MEL_2,2010-11-24,18.9
MEL_2,2010-12-08,18.96
MEL_2,2010-12-21,18.9
MEL_2,2011-01-12,18.97
MEL_2,2011-01-26,18.9
MEL_2,2011-02-09,18.9
MEL_2,2011-02-22,18.92
MEL_2,2011-03-09,18.9
MEL_2,2011-03-23,18.9
MEL_2,2011-04-06,18.9
MEL_2,2011-04-20,18.9
MEL_2,2011-05-11,18.9
MEL_2,2011-05-24,18.9
MEL_2,2011-06-08,18.9
MEL_2,2011-06-22,18.9
MEL_2,2011-07-06,18.9
MEL_2,2011-07-26,18.9
MEL_2,2011-08-10,18.9
MEL_2,2011-08-24,18.9
MEL_2,2011-09-14,18.9
MEL_2,2011-09-28,18.9
MEL_2,2011-10-11,18.9
MEL_2,2011-10-26,18.9
MEL_2,2011-11-08,18.9
MEL_2,2011-11-23,18.9
MEL_2,2011-12-07,18.9
MEL_2,2011-12-21,18.94
MEL_2,2012-05-09,19.0
MEL_2,2012-07-10,18.94
MEL_2,2013-02-06,19.04
MEL_2,2013-03-27,18.93
MEL_2,2014-01-07,18.95
MEL_2,2014-01-22,18.96
MEL_2,2014-02-12,18.97
MEL_2,2014-02-26,18.95
MEL_2,2014-03-26,18.94
MEL_2,2014-08-27,19.0
MEL_2,2015-01-06,18.95
MEL_2,2015-01-21,18.99
MEL_2,2015-02-25,19.0
MEL_2,2015-03-11,18.9
MEL_2,2015-03-25,18.9
MEL_2,2015-04-08,18.91
MEL_2,2015-04-22,18.9
MEL_2,2015-05-06,18.9
MEL_3,2004-02-18,17.22
MEL_3,2004-03-04,17.34
MEL_3,2004-03-17,17.59
MEL_3,2004-04-16,17.61
MEL_3,2004-04-30,17.32
MEL_3,2004-05-14,17.22
MEL_3,2004-06-04,17.22
MEL_3,2004-06-18,17.22
MEL_3,2004-07-02,17.22
MEL_3,2004-07-16,17.22
MEL_3,2004-08-06,17.22
MEL_3,2004-08-20,17.22
MEL_3,2004-09-03,17.22
MEL_3,2004-09-17,17.22
MEL_3,2004-10-01,17.22
MEL_3,2004-10-19,17.22
MEL_3,2004-10-29,17.22
MEL_3,2004-11-19,17.22
MEL_3,2004-12-06,17.22
MEL_3,2005-01-07,17.22
MEL_3,2005-01-21,17.22
MEL_3,2005-02-04,17.22
MEL_3,2005-02-18,17.24
MEL_3,2005-03-18,17.42
MEL_3,2005-04-01,17.27
MEL_3,2005-04-15,17.34
MEL_3,2005-04-29,17.52
MEL_3,2005-05-13,17.69
MEL_3,2005-05-31,17.22
MEL_3,2005-07-01,17.22
MEL_3,2005-07-12,17.22
MEL_3,2005-07-28,17.22
MEL_3,2005-08-19,17.22
MEL_3,2005-09-16,17.22
MEL_3,2005-09-27,17.22
MEL_3,2005-10-14,17.22
MEL_3,2005-10-31,17.22
MEL_3,2005-11-18,17.22
MEL_3,2005-12-02,17.22
MEL_3,2005-12-16,17.22
MEL_3,2006-01-05,17.22
MEL_3,2006-01-20,17.22
MEL_3,2006-02-17,17.22
MEL_3,2006-03-03,17.36
MEL_3,2006-03-17,17.4
MEL_3,2006-04-04,17.39
MEL_3,2006-04-14,17.94
MEL_3,2006-04-27,17.56
MEL_3,2006-05-11,17.22
MEL_3,2006-06-02,17.53
MEL_3,2006-06-16,17.22
MEL_3,2006-06-29,17.22
MEL_3,2006-07-13,17.22
MEL_3,2006-07-28,17.22
MEL_3,2006-08-18,17.22
MEL_3,2006-09-01,17.32
MEL_3,2006-09-15,17.22
MEL_3,2006-09-29,17.22
MEL_3,2006-10-13,17.22
MEL_3,2006-11-10,17.22
MEL_3,2006-12-01,17.22
MEL_3,2006-12-15,17.46
MEL_3,2007-01-05,17.33
MEL_3,2007-01-22,17.48
MEL_3,2007-02-02,17.66
MEL_3,2007-02-16,18.12
MEL_3,2007-03-02,18.19
MEL_3,2007-03-16,18.07
MEL_3,2007-03-30,17.22
MEL_3,2007-04-27,17.22
MEL_3,2007-05-15,17.22
MEL_3,2007-06-01,17.22
MEL_3,2007-06-15,17.22
MEL_3,2007-06-29,17.22
MEL_3,2007-07-13,17.22
MEL_3,2007-07-26,17.22
MEL_3,2007-08-10,17.22
MEL_3,2007-08-31,17.22
MEL_3,2007-09-14,17.22
MEL_3,2007-09-27,17.22
MEL_3,2007-10-12,17.22
MEL_3,2007-10-26,17.22
MEL_3,2007-11-16,17.22
MEL_3,2007-11-30,17.22
MEL_3,2007-12-14,17.56
MEL_3,2008-01-04,17.22
MEL_3,2008-01-16,17.91
MEL_3,2008-01-30,17.84
MEL_3,2008-02-14,17.91
MEL_3,2008-02-27,17.52
MEL_3,2008-03-17,18.12
MEL_3,2008-03-26,18.25
MEL_3,2008-04-09,18.16
MEL_3,2008-04-23,18.04
MEL_3,2008-05-14,17.27
MEL_3,2008-05-28,17.22
MEL_3,2008-06-10,17.22
MEL_3,2008-06-25,17.22
MEL_3,2008-07-08,17.22
MEL_3,2008-07-23,17.22
MEL_3,2008-08-13,17.22
MEL_3,2008-08-27,17.22
MEL_3,2008-09-10,17.22
MEL_3,2008-09-24,17.22
MEL_3,2008-10-15,17.22
MEL_3,2008-10-29,17.22
MEL_3,2008-11-12,17.22
MEL_3,2008-11-26,17.22
MEL_3,2008-12-10,17.22
MEL_3,2008-12-22,17.22
MEL_3,2009-01-13,17.22
MEL_3,2009-01-28,17.22
MEL_3,2009-02-11,17.22
MEL_3,2009-02-25,17.38
MEL_3,2009-03-10,17.23
MEL_3,2009-03-25,17.62
MEL_3,2009-04-08,17.92
MEL_3,2009-04-22,17.31
MEL_3,2009-05-13,17.22
MEL_3,2009-05-27,17.22
MEL_3,2009-06-10,17.22
MEL_3,2009-06-23,17.22
MEL_3,2009-07-08,17.22
MEL_3,2009-07-22,17.22
MEL_3,2009-08-12,17.22
MEL_3,2009-08-26,17.22
MEL_3,2009-09-09,17.22
MEL_3,2009-09-23,17.22
MEL_3,2009-10-07,17.22
MEL_3,2009-10-21,17.22
MEL_3,2009-11-04,17.22
MEL_3,2009-11-18,17.22
MEL_3,2009-12-09,17.22
MEL_3,2009-12-21,17.22
MEL_3,2010-01-20,17.22
MEL_3,2010-01-27,17.22
MEL_3,2010-02-10,17.22
MEL_3,2010-02-24,17.22
MEL_3,2010-03-10,17.37
MEL_3,2010-03-24,17.44
MEL_3,2010-04-07,17.98
MEL_3,2010-04-21,17.39
MEL_3,2010-05-05,17.22
MEL_3,2010-05-18,17.22
MEL_3,2010-06-09,17.22
MEL_3,2010-06-23,17.22
MEL_3,2010-07-07,17.22
MEL_3,2010-07-28,17.22
MEL_3,2010-08-11,17.22
MEL_3,2010-08-25,17.22
MEL_3,2010-09-08,17.22
MEL_3,2010-09-22,17.22
MEL_3,2010-10-06,17.22
MEL_3,2010-10-20,17.22
MEL_3,2010-11-08,17.22
MEL_3,2010-11-24,17.22
MEL_3,2010-12-08,17.22
MEL_3,2010-12-21,17.22
MEL_3,2011-01-12,17.51
MEL_3,2011-01-26,18.08
MEL_3,2011-02-09,18.03
MEL_3,2011-02-22,18.09
MEL_3,2011-03-09,18.17
MEL_3,2011-03-23,18.02
MEL_3,2011-04-06,17.93
MEL_3,2011-04-20,17.5
MEL_3,2011-05-11,17.22
MEL_3,2011-05-24,17.22
MEL_3,2011-06-08,17.22
MEL_3,2011-06-22,17.22
MEL_3,2011-07-06,17.22
MEL_3,2011-07-26,17.22
MEL_3,2011-08-10,17.22
MEL_3,2011-08-24,17.22
MEL_3,2011-09-14,17.22
MEL_3,2011-09-28,17.22
MEL_3,2011-10-11,17.22
MEL_3,2011-10-26,17.22
MEL_3,2011-11-08,17.22
MEL_3,2011-11-23,17.22
MEL_3,2011-12-07,17.22
MEL_3,2011-12-21,17.32
MEL_3,2012-01-10,17.38
MEL_3,2012-01-25,17.35
MEL_3,2012-02-22,17.38
MEL_3,2012-03-14,17.6
MEL_3,2012-04-25,17.64
MEL_3,2012-05-09,17.87
MEL_3,2012-05-22,17.45
MEL_3,2012-07-10,17.34
MEL_3,2013-01-08,17.66
MEL_3,2013-02-06,17.97
MEL_3,2013-02-20,18.02
MEL_3,2013-03-27,18.02
MEL_3,2013-04-10,17.79
MEL_3,2013-04-24,17.73
MEL_3,2013-05-15,17.23
MEL_3,2013-05-28,17.73
MEL_3,2014-01-07,17.33
MEL_3,2014-01-22,17.73
MEL_3,2014-02-12,18.1
MEL_3,2014-02-26,18.14
MEL_3,2014-03-12,18.0
MEL_3,2014-03-26,18.01
MEL_3,2014-04-09,17.81
MEL_3,2014-04-23,17.63
MEL_3,2014-08-27,17.21
MEL_3,2015-01-21,17.39
MEL_3,2015-02-11,17.54
MEL_3,2015-02-25,17.7
MEL_3,2015-03-11,17.88
MEL_3,2015-03-25,17.59
MEL_3,2015-04-08,17.83
MEL_3,2015-04-22,17.36
MEL_3,2015-05-06,17.43
MEL_3,2015-05-27,17.22
MEL_3,2015-06-10,17.22
MEL_3,2015-06-24,17.22
MEL_3,2015-07-08,17.22
MEL_3,2015-07-29,17.22
MEL_3,2015-08-12,17.22
MEL_3,2015-08-26,17.22
MEL_3,2015-09-09,17.22
MEL_3,2015-09-23,17.22
MEL_3,2015-10-07,17.22
MEL_3,2015-10-21,17.22
MEL_3,2015-11-04,17.22
MEL_3,2015-11-18,17.22
MEL_3,2015-12-02,17.22
MEL_3,2015-12-16,17.22
MEL_3,2016-01-05,17.22
MEL_3,2016-01-27,17.39
MEL_3,2016-02-10,17.75
MEL_3,2016-02-24,17.81
MEL_3,2016-03-09,18.06
MEL_3,2016-03-23,17.75
MEL_3,2016-04-13,17.85
MEL_3,2016-04-27,17.57
MEL_3,2016-05-11,17.21
MEL_3,2016-05-25,17.22
MEL_3,2016-06-08,17.35
MEL_3,2016-06-22,17.22
MEL_4,2007-08-10,16.14
MEL_4,2007-08-31,16.11
MEL_4,2007-09-14,15.95
MEL_4,2007-09-27,15.97
MEL_4,2007-10-12,16.34
MEL_4,2007-11-16,16.53
MEL_4,2007-11-30,16.73
MEL_4,2008-01-16,17.05
MEL_4,2008-01-30,16.89
MEL_4,2008-02-14,16.95
MEL_4,2008-02-27,16.73
MEL_4,2008-03-17,17.41
MEL_4,2008-03-26,17.6
MEL_4,2008-04-09,17.2
MEL_4,2008-04-23,17.02
MEL_4,2008-05-14,16.54
MEL_4,2008-05-28,16.33
MEL_4,2008-06-10,16.46
MEL_4,2008-06-25,16.24
MEL_4,2008-07-08,16.0
MEL_4,2008-07-23,15.86
MEL_4,2008-08-13,15.74
MEL_4,2008-08-27,15.67
MEL_4,2008-09-10,15.63
MEL_4,2008-09-24,15.56
MEL_4,2008-10-15,15.72
MEL_4,2008-10-29,15.77
MEL_4,2008-11-12,15.9
MEL_4,2008-11-26,16.24
MEL_4,2008-12-10,16.55
MEL_4,2008-12-22,16.5
MEL_4,2009-01-13,16.35
MEL_4,2009-01-28,16.87
MEL_4,2009-02-11,17.28
MEL_4,2009-02-25,16.99
MEL_4,2009-03-10,16.88
MEL_4,2009-03-25,16.94
MEL_4,2009-04-08,16.96
MEL_4,2009-04-22,16.67
MEL_4,2009-05-13,16.3
MEL_4,2009-05-27,16.28
MEL_4,2009-06-10,16.06
MEL_4,2009-06-23,15.99
MEL_4,2009-07-08,15.76
MEL_4,2009-07-22,15.65
MEL_4,2009-08-12,15.46
MEL_4,2009-08-26,15.33
MEL_4,2009-09-09,15.2
MEL_4,2009-09-23,15.13
MEL_4,2009-10-07,15.14
MEL_4,2009-10-21,15.32
MEL_4,2009-11-04,15.37
MEL_4,2009-11-18,15.46
MEL_4,2009-12-09,15.99
MEL_4,2009-12-21,16.1
MEL_4,2010-01-20,16.66
MEL_4,2010-02-10,16.84
MEL_4,2010-02-24,16.99
MEL_4,2010-03-10,16.99
MEL_4,2010-03-24,17.11
MEL_4,2010-04-07,17.17
MEL_4,2010-04-21,16.73
MEL_4,2010-05-05,16.45
MEL_4,2010-05-18,16.25
MEL_4,2010-06-09,16.0
MEL_4,2010-06-23,15.83
MEL_4,2010-07-07,15.59
MEL_4,2010-07-28,15.4
MEL_4,2010-08-11,15.33
MEL_4,2010-08-25,15.59
MEL_4,2010-09-08,15.7
MEL_4,2010-09-22,15.89
MEL_4,2010-10-06,16.17
MEL_4,2010-10-20,16.06
MEL_4,2010-11-08,16.55
MEL_4,2010-11-24,16.95
MEL_4,2010-12-08,17.16
MEL_4,2011-01-12,17.21
MEL_4,2011-01-26,17.44
MEL_4,2011-02-09,16.95
MEL_4,2011-02-22,16.93
MEL_4,2011-03-09,17.06
MEL_4,2011-03-23,16.85
MEL_4,2011-04-06,16.68
MEL_4,2011-04-20,16.49
MEL_4,2011-05-11,16.07
MEL_4,2011-06-08,15.76
MEL_4,2011-06-22,15.7
MEL_4,2011-07-26,15.7
MEL_4,2011-08-10,15.58
MEL_4,2011-08-24,15.66
MEL_4,2011-09-14,15.79
MEL_4,2011-09-28,15.78
MEL_4,2011-10-11,15.71
MEL_4,2011-10-26,15.67
MEL_4,2011-11-08,15.71
MEL_4,2011-11-23,15.72
MEL_4,2011-12-07,15.83
MEL_4,2011-12-21,16.59
MEL_4,2012-01-10,16.85
MEL_4,2012-01-25,16.96
MEL_4,2012-02-08,16.72
MEL_4,2012-02-22,16.88
MEL_4,2012-03-14,17.12
MEL_4,2012-04-11,16.63
MEL_4,2012-04-25,16.62
MEL_4,2012-05-09,17.07
MEL_4,2012-05-22,16.72
MEL_4,2012-06-13,16.32
MEL_4,2012-06-27,16.26
MEL_4,2012-07-10,16.7
MEL_4,2012-07-25,16.5
MEL_4,2012-08-14,16.03
MEL_4,2012-08-29,15.8
MEL_4,2012-09-12,15.7
MEL_4,2012-09-26,15.73
MEL_4,2012-10-10,15.83
MEL_4,2012-10-24,15.93
MEL_4,2012-11-07,16.06
MEL_4,2012-11-21,16.14
MEL_4,2012-12-05,16.42
MEL_4,2012-12-18,16.74
MEL_4,2013-01-08,17.15
MEL_4,2013-01-23,16.84
MEL_4,2013-02-06,17.44
MEL_4,2013-02-20,17.07
MEL_4,2013-03-27,17.2
MEL_4,2013-04-05,16.9
MEL_4,2013-04-06,16.85
MEL_4,2013-04-07,16.83
MEL_4,2013-04-08,16.87
MEL_4,2013-04-09,16.86
MEL_4,2013-04-10,16.84
MEL_4,2013-04-11,16.84
MEL_4,2013-04-12,16.85
MEL_4,2013-04-13,16.79
MEL_4,2013-04-14,16.81
MEL_4,2013-04-15,16.81
MEL_4,2013-04-16,16.82
MEL_4,2013-04-17,16.83
MEL_4,2013-04-18,16.8
MEL_4,2013-04-19,16.78
MEL_4,2013-04-20,16.76
MEL_4,2013-04-21,16.78
MEL_4,2013-04-22,16.76
MEL_4,2013-04-23,16.73
MEL_4,2013-04-24,16.71
MEL_4,2013-04-25,16.7
MEL_4,2013-04-26,16.73
MEL_4,2013-04-27,16.7
MEL_4,2013-04-28,16.66
MEL_4,2013-04-29,16.64
MEL_4,2013-04-30,16.62
MEL_4,2013-05-01,16.61
MEL_4,2013-05-02,16.61
MEL_4,2013-05-03,16.59
MEL_4,2013-05-04,16.57
MEL_4,2013-05-05,16.54
MEL_4,2013-05-06,16.54
MEL_4,2013-05-07,16.53
MEL_4,2013-05-08,16.56
MEL_4,2013-05-09,16.54
MEL_4,2013-05-10,16.51
MEL_4,2013-05-11,16.51
MEL_4,2013-05-12,16.48
MEL_4,2013-05-13,16.49
MEL_4,2013-05-14,16.49
MEL_4,2013-05-15,16.54
MEL_4,2013-05-16,16.48
MEL_4,2013-05-17,16.46
MEL_4,2013-05-18,16.46
MEL_4,2013-05-19,16.45
MEL_4,2013-05-20,16.45
MEL_4,2013-05-21,16.48
MEL_4,2013-05-22,16.53
MEL_4,2013-05-23,16.58
MEL_4,2013-05-24,16.6
MEL_4,2013-05-25,16.58
MEL_4,2013-05-26,16.59
MEL_4,2013-05-27,16.59
MEL_4,2013-05-28,16.58
MEL_4,2013-05-29,16.6
MEL_4,2013-05-30,16.53
MEL_4,2013-05-31,16.53
MEL_4,2013-06-01,16.5
MEL_4,2013-06-02,16.47
MEL_4,2013-06-03,16.45
MEL_4,2013-06-04,16.45
MEL_4,2013-06-05,16.43
MEL_4,2013-06-06,16.4
MEL_4,2013-06-07,16.36
MEL_4,2013-06-08,16.34
MEL_4,2013-06-09,16.33
MEL_4,2013-06-10,16.3
MEL_4,2013-06-11,16.35
MEL_4,2013-06-12,16.26
MEL_4,2013-06-13,16.24
MEL_4,2013-06-14,16.21
MEL_4,2013-06-15,16.21
MEL_4,2013-06-16,16.17
MEL_4,2013-06-17,16.18
MEL_4,2013-06-18,16.13
MEL_4,2013-06-19,16.12
MEL_4,2013-06-20,16.11
MEL_4,2013-06-21,16.13
MEL_4,2013-06-22,16.17
MEL_4,2013-06-23,16.18
MEL_4,2013-06-24,16.13
MEL_4,2013-06-25,16.12
MEL_4,2013-06-26,16.16
MEL_4,2013-06-27,16.1
MEL_4,2013-06-28,16.11
MEL_4,2013-06-29,16.11
MEL_4,2013-06-30,16.12
MEL_4,2013-07-01,16.11
MEL_4,2013-07-02,16.1
