obs_point,date,head
MOORT_6,2015-10-23,19.94
MOORT_6,2015-10-24,19.95
MOORT_6,2015-10-25,19.96
MOORT_6,2015-10-26,19.98
MOORT_6,2015-10-27,19.94
MOORT_6,2015-10-28,19.93
MOORT_6,2015-10-29,19.95
MOORT_6,2015-10-30,19.94
MOORT_6,2015-10-31,19.95
MOORT_6,2015-11-01,19.95
MOORT_6,2015-11-02,19.95
MOORT_6,2015-11-03,19.94
MOORT_6,2015-11-04,19.93
MOORT_6,2015-11-05,19.96
MOORT_6,2015-11-06,19.98
MOORT_6,2015-11-07,19.99
MOORT_6,2015-11-08,19.98
MOORT_6,2015-11-09,20.0
MOORT_6,2015-11-10,19.96
MOORT_6,2015-11-11,19.95
MOORT_6,2015-11-12,19.98
MOORT_6,2015-11-13,19.96
MOORT_6,2015-11-14,19.97
MOORT_6,2015-11-15,20.0
MOORT_6,2015-11-16,20.0
MOORT_6,2015-11-17,20.04
MOORT_6,2015-11-18,20.01
MOORT_6,2015-11-19,19.99
MOORT_6,2015-11-20,20.04
MOORT_6,2015-11-21,20.06
MOORT_6,2015-11-22,20.07
MOORT_6,2015-11-23,20.05
MOORT_6,2015-11-24,20.04
MOORT_6,2015-11-25,20.05
MOORT_6,2015-11-26,20.06
MOORT_6,2015-11-27,20.05
MOORT_6,2015-11-28,20.04
MOORT_6,2015-11-29,20.07
MOORT_6,2015-11-30,20.08
MOORT_6,2015-12-01,20.07
MOORT_6,2015-12-02,20.05
MOORT_6,2015-12-03,20.04
MOORT_6,2015-12-04,20.04
MOORT_6,2015-12-05,20.05
MOORT_6,2015-12-06,20.05
MOORT_6,2015-12-07,20.04
MOORT_6,2015-12-08,20.02
MOORT_6,2015-12-09,20.02
MOORT_6,2015-12-10,20.03
MOORT_6,2015-12-11,20.05
MOORT_6,2015-12-12,20.06
MOORT_6,2015-12-13,20.07
MOORT_6,2015-12-14,20.06
MOORT_6,2015-12-15,20.07
MOORT_6,2015-12-16,20.06
MOORT_6,2015-12-17,20.06
MOORT_6,2015-12-18,20.04
MOORT_6,2015-12-19,20.05
MOORT_6,2015-12-20,20.05
MOORT_6,2015-12-21,20.05
MOORT_6,2015-12-22,20.05
MOORT_6,2015-12-23,20.03
MOORT_6,2015-12-24,20.05
MOORT_6,2015-12-25,20.05
MOORT_6,2015-12-26,20.05
MOORT_6,2015-12-27,20.05
MOORT_6,2015-12-28,20.04
MOORT_6,2015-12-29,20.04
MOORT_6,2015-12-30,20.04
MOORT_6,2015-12-31,20.03
MOORT_6,2016-01-01,20.03
MOORT_6,2016-01-02,20.05
MOORT_6,2016-01-03,20.06
MOORT_6,2016-01-04,20.07
MOORT_6,2016-01-05,20.06
MOORT_6,2016-01-06,20.07
MOORT_6,2016-01-07,20.08
MOORT_6,2016-01-08,20.08
MOORT_6,2016-01-09,20.08
MOORT_6,2016-01-10,20.08
MOORT_6,2016-01-11,20.08
MOORT_6,2016-01-12,20.07
MOORT_6,2016-01-13,20.08
MOORT_6,2016-01-14,20.08
MOORT_6,2016-01-15,20.1
MOORT_6,2016-01-16,20.09
MOORT_6,2016-01-17,20.06
MOORT_6,2016-01-18,20.08
MOORT_6,2016-01-19,20.08
MOORT_6,2016-01-20,20.07
MOORT_6,2016-01-21,20.07
MOORT_6,2016-01-22,20.06
MOORT_6,2016-01-23,20.07
MOORT_6,2016-01-24,20.07
MOORT_6,2017-01-01,20.05
MOORT_6,2017-01-02,20.06
MOORT_6,2017-01-03,20.05
MOORT_6,2017-01-04,20.04
MOORT_6,2017-01-05,20.04
MOORT_6,2017-01-06,20.05
MOORT_6,2017-01-07,20.05
MOORT_6,2017-01-08,20.05
MOORT_6,2017-01-09,20.06
MOORT_6,2017-01-10,20.05
MOORT_6,2017-01-11,20.05
MOORT_6,2017-01-12,20.05
MOORT_6,2017-01-13,20.09
MOORT_6,2017-01-14,20.24
MOORT_6,2017-01-15,20.17
MOORT_6,2017-01-16,20.15
MOORT_6,2017-01-17,20.1
MOORT_6,2017-01-18,20.04
MOORT_6,2017-01-19,20.03
MOORT_6,2017-01-20,20.03
MOORT_6,2017-01-21,20.05
MOORT_6,2017-01-22,20.04
MOORT_6,2017-01-23,20.05
MOORT_6,2017-01-24,20.02
MOORT_6,2017-01-25,20.02
MOORT_6,2017-01-26,20.02
MOORT_6,2017-01-27,20.02
MOORT_6,2017-01-28,20.04
MOORT_6,2017-01-29,20.04
MOORT_6,2017-01-30,20.05
MOORT_6,2017-01-31,20.04
MOORT_6,2017-02-01,20.05
MOORT_6,2017-02-02,20.05
MOORT_6,2017-02-03,20.05
MOORT_6,2017-02-04,20.05
MOORT_6,2017-02-05,20.05
MOORT_6,2017-02-06,20.05
MOORT_6,2017-02-07,20.06
MOORT_6,2017-02-08,20.06
MOORT_6,2017-02-09,20.06
MOORT_6,2017-02-10,20.05
MOORT_6,2017-02-11,20.06
MOORT_6,2017-02-12,20.06
MOORT_6,2017-02-13,20.06
MOORT_6,2017-02-14,20.06
MOORT_6,2017-02-15,20.05
MOORT_6,2017-02-16,20.05
MOORT_6,2017-02-17,20.05
MOORT_6,2017-02-18,20.05
MOORT_6,2017-02-19,20.07
MOORT_6,2017-02-20,20.07
MOORT_6,2017-02-21,20.07
MOORT_6,2017-02-22,20.05
MOORT_6,2017-02-23,20.08
MOORT_6,2017-02-24,20.07
MOORT_6,2017-02-25,20.08
MOORT_6,2017-02-26,20.08
MOORT_6,2017-02-27,20.08
MOORT_6,2017-02-28,20.08
MOORT_6,2017-03-01,20.08
MOORT_6,2017-03-02,20.08
MOORT_6,2017-03-03,20.08
MOORT_6,2017-03-04,20.06
MOORT_6,2017-03-05,20.07
MOORT_6,2017-03-06,20.06
MOORT_6,2017-03-07,20.06
MOORT_6,2017-03-08,20.06
MOORT_6,2017-03-09,20.06
MOORT_6,2017-03-10,20.05
MOORT_6,2017-03-11,20.06
MOORT_6,2017-03-12,20.06
MOORT_6,2017-03-13,20.06
MOORT_6,2017-03-14,20.05
MOORT_6,2017-03-15,20.07
MOORT_6,2017-03-16,20.07
MOORT_6,2017-03-17,20.07
MOORT_6,2017-03-18,20.07
MOORT_6,2017-03-19,20.07
MOORT_6,2017-03-20,20.06
MOORT_6,2017-03-21,20.06
MOORT_6,2017-03-22,20.06
MOORT_6,2017-03-23,20.05
MOORT_6,2017-03-24,20.04
MOORT_6,2017-03-25,20.05
MOORT_6,2017-03-26,20.06
MOORT_6,2017-03-27,20.06
MOORT_6,2017-03-28,20.06
MOORT_6,2017-03-29,20.06
MOORT_6,2017-03-30,20.06
MOORT_6,2017-03-31,20.05
MOORT_6,2017-04-01,20.05
MOORT_6,2017-04-02,20.06
MOORT_6,2017-04-03,20.06
MOORT_6,2017-04-04,20.05
MOORT_6,2017-04-05,20.05
MOORT_6,2017-04-06,20.06
MOORT_6,2017-04-07,20.06
MOORT_6,2017-04-08,20.06
MOORT_6,2017-04-09,20.05
MOORT_6,2017-04-10,20.06
MOORT_6,2017-04-11,20.04
MOORT_6,2017-04-12,20.04
MOORT_6,2017-04-13,20.06
MOORT_6,2017-04-14,20.05
MOORT_6,2017-04-15,20.06
MOORT_6,2017-04-16,20.05
MOORT_6,2017-04-17,20.07
MOORT_6,2017-04-18,20.06
MOORT_6,2017-04-19,20.04
MOORT_6,2017-04-20,20.04
MOORT_6,2017-04-21,20.03
MOORT_6,2017-04-22,20.05
MOORT_6,2017-04-23,20.05
MOORT_6,2017-04-24,20.05
MOORT_6,2017-04-25,20.06
MOORT_6,2017-04-26,20.05
MOORT_6,2017-04-27,20.02
MOORT_6,2017-04-28,20.04
MOORT_6,2017-04-29,20.04
MOORT_6,2017-04-30,20.04
MOORT_6,2017-05-01,20.06
MOORT_6,2017-05-02,20.03
MOORT_6,2017-05-03,20.05
MOORT_6,2017-05-04,20.06
MOORT_6,2017-05-05,20.05
MOORT_6,2017-05-06,20.06
MOORT_6,2017-05-07,20.06
MOORT_6,2017-05-08,20.06
MOORT_6,2017-05-09,20.02
MOORT_6,2017-05-10,20.11
MOORT_6,2017-05-11,20.08
MOORT_6,2017-05-12,20.09
MOORT_6,2017-05-13,20.09
MOORT_6,2017-05-14,20.09
MOORT_6,2017-05-15,20.06
MOORT_6,2017-05-16,20.04
MOORT_6,2017-05-17,20.03
MOORT_6,2017-05-18,20.05
MOORT_6,2017-05-19,20.1
MOORT_6,2017-05-20,20.1
MOORT_6,2017-05-21,20.08
MOORT_6,2017-05-22,20.06
MOORT_6,2017-05-23,20.01
MOORT_6,2017-05-24,19.98
MOORT_6,2017-05-25,19.99
MOORT_6,2017-05-26,19.98
MOORT_6,2017-05-27,19.97
MOORT_6,2017-05-28,20.0
MOORT_6,2017-05-29,19.97
MOORT_6,2017-05-30,19.96
MOORT_6,2017-05-31,19.94
MOORT_6,2017-06-01,19.91
MOORT_6,2017-06-02,19.89
MOORT_6,2017-06-03,19.93
MOORT_6,2017-06-04,19.97
MOORT_6,2017-06-05,19.98
MOORT_6,2017-06-06,20.0
MOORT_6,2017-06-07,19.96
MOORT_6,2017-06-08,19.93
MOORT_6,2017-06-09,20.04
MOORT_6,2017-06-10,19.97
MOORT_6,2017-06-11,19.98
MOORT_6,2017-06-12,19.99
MOORT_6,2017-06-13,19.95
MOORT_6,2017-06-14,19.91
MOORT_6,2017-06-15,19.88
MOORT_6,2017-06-16,19.89
MOORT_6,2017-06-17,19.92
MOORT_6,2017-06-18,19.91
MOORT_6,2017-06-19,19.88
MOORT_6,2017-06-20,19.84
MOORT_6,2017-06-21,19.8
MOORT_6,2017-06-22,19.78
MOORT_6,2017-06-23,19.8
MOORT_6,2017-06-24,19.86
MOORT_6,2017-06-25,19.92
MOORT_6,2017-06-26,19.9
MOORT_6,2017-06-27,19.87
MOORT_6,2017-06-28,19.9
MOORT_6,2017-06-29,19.9
MOORT_6,2017-06-30,19.84
MOORT_6,2017-07-01,19.98
MOORT_6,2017-07-02,19.96
MOORT_6,2017-07-03,19.93
MOORT_6,2017-07-04,19.92
MOORT_6,2017-07-05,19.91
MOORT_6,2017-07-06,19.88
MOORT_6,2017-07-07,19.92
MOORT_6,2017-07-08,19.93
MOORT_6,2017-07-09,19.94
MOORT_6,2017-07-10,19.92
MOORT_6,2017-07-11,19.94
MOORT_6,2017-07-12,19.99
MOORT_6,2017-07-13,19.94
MOORT_6,2017-07-14,19.93
MOORT_6,2017-07-15,19.96
MOORT_6,2017-07-16,19.97
MOORT_6,2017-07-17,19.99
MOORT_6,2017-07-18,19.91
MOORT_6,2017-07-19,19.89
MOORT_6,2017-07-20,19.86
MOORT_6,2017-07-21,19.86
MOORT_6,2017-07-22,19.87
MOORT_6,2017-07-23,19.89
MOORT_6,2017-07-24,20.02
MOORT_6,2017-07-25,19.92
MOORT_6,2017-07-26,19.92
MOORT_6,2017-07-27,19.91
MOORT_6,2017-07-28,19.9
MOORT_6,2017-07-29,19.91
MOORT_6,2017-07-30,19.93
MOORT_6,2017-07-31,19.9
MOORT_6,2017-08-01,19.9
MOORT_6,2017-08-02,19.88
MOORT_6,2017-08-03,19.95
MOORT_6,2017-08-04,19.89
MOORT_6,2017-08-05,19.89
MOORT_6,2017-08-06,19.93
MOORT_6,2017-08-07,19.91
MOORT_6,2017-08-08,20.01
MOORT_6,2017-08-09,19.96
MOORT_6,2017-08-10,19.96
MOORT_6,2017-08-11,19.98
MOORT_6,2017-08-12,19.99
MOORT_6,2017-08-13,19.98
MOORT_6,2017-08-14,19.96
MOORT_6,2017-08-15,20.04
MOORT_6,2017-08-16,19.97
MOORT_6,2017-08-17,19.99
MOORT_6,2017-08-18,20.07
MOORT_6,2017-08-19,20.0
MOORT_6,2017-08-20,19.98
MOORT_6,2017-08-21,19.97
MOORT_6,2017-08-22,19.95
MOORT_6,2017-08-23,19.95
MOORT_6,2017-08-24,19.93
MOORT_6,2017-08-25,19.92
MOORT_6,2017-08-26,19.94
MOORT_6,2017-08-27,19.95
MOORT_6,2017-08-28,19.93
MOORT_6,2017-08-29,19.91
MOORT_6,2017-08-30,19.93
MOORT_6,2017-08-31,19.98
MOORT_6,2017-09-01,19.98
MOORT_6,2017-09-02,20.02
MOORT_6,2017-09-03,20.0
MOORT_6,2017-09-04,19.98
MOORT_6,2017-09-05,19.98
MOORT_6,2017-09-06,19.98
MOORT_6,2017-09-07,19.96
MOORT_6,2017-09-08,20.0
MOORT_6,2017-09-09,20.08
MOORT_6,2017-09-10,20.05
MOORT_6,2017-09-11,20.04
MOORT_6,2017-09-12,20.04
MOORT_6,2017-09-13,20.02
MOORT_6,2017-09-14,20.04
MOORT_6,2017-09-15,20.04
MOORT_6,2017-09-16,20.04
MOORT_6,2017-09-17,20.03
MOORT_6,2017-09-18,20.02
MOORT_6,2017-09-19,20.04
MOORT_6,2017-09-20,20.02
MOORT_6,2017-09-21,20.01
MOORT_6,2017-09-22,20.01
MOORT_6,2017-09-23,20.01
MOORT_6,2017-09-24,20.01
MOORT_6,2017-09-25,20.0
MOORT_6,2017-09-26,19.99
MOORT_6,2017-09-27,19.99
MOORT_6,2017-09-28,19.99
MOORT_6,2017-09-29,19.98
MOORT_6,2017-09-30,20.02
MOORT_6,2017-10-01,20.02
MOORT_6,2017-10-02,20.01
MOORT_6,2017-10-03,20.01
MOORT_6,2017-10-04,20.0
MOORT_6,2017-10-05,20.02
MOORT_6,2017-10-06,20.03
MOORT_6,2017-10-07,20.04
MOORT_6,2017-10-08,20.05
MOORT_6,2017-10-09,20.03
MOORT_6,2017-10-10,20.05
MOORT_6,2017-10-11,20.02
MOORT_6,2017-10-12,20.0
MOORT_6,2017-10-13,20.01
MOORT_6,2017-10-14,20.03
MOORT_6,2017-10-15,20.02
MOORT_6,2017-10-16,20.01
MOORT_6,2017-10-17,20.02
MOORT_6,2017-10-18,20.03
MOORT_6,2017-10-19,20.01
MOORT_6,2017-10-20,20.03
MOORT_6,2017-10-21,20.05
MOORT_6,2017-10-22,20.07
MOORT_6,2017-10-23,20.04
MOORT_6,2017-10-24,20.03
MOORT_6,2017-10-25,20.04
MOORT_6,2017-10-26,20.04
MOORT_6,2017-10-27,20.05
MOORT_6,2017-10-28,20.06
MOORT_6,2017-10-29,20.06
MOORT_6,2017-10-30,20.05
MOORT_6,2017-10-31,20.04
MOORT_6,2017-11-01,20.05
MOORT_6,2017-11-02,20.06
MOORT_6,2017-11-03,20.05
MOORT_6,2017-11-04,20.06
MOORT_6,2017-11-05,20.07
MOORT_6,2017-11-06,20.07
MOORT_6,2017-11-07,20.05
MOORT_6,2017-11-08,20.04
MOORT_6,2017-11-09,20.04
MOORT_6,2017-11-10,20.06
MOORT_6,2017-11-11,20.09
MOORT_6,2017-11-12,20.1
MOORT_6,2017-11-13,20.1
MOORT_6,2017-11-14,20.07
MOORT_6,2017-11-15,20.06
MOORT_6,2017-11-16,20.07
MOORT_6,2017-11-17,20.06
MOORT_6,2017-11-18,20.07
MOORT_6,2017-11-19,20.08
MOORT_6,2017-11-20,20.08
MOORT_6,2017-11-21,20.11
MOORT_6,2017-11-22,20.1
MOORT_6,2017-11-23,20.08
MOORT_6,2017-11-24,20.11
MOORT_6,2017-11-25,20.13
MOORT_6,2017-11-26,20.11
MOORT_6,2017-11-27,20.15
MOORT_6,2017-11-28,20.14
MOORT_6,2017-11-29,20.13
MOORT_6,2017-11-30,20.13
MOORT_6,2017-12-01,20.13
MOORT_6,2017-12-02,20.13
MOORT_6,2017-12-03,20.11
MOORT_6,2017-12-04,20.13
MOORT_6,2017-12-05,20.1
MOORT_6,2017-12-06,20.1
MOORT_6,2017-12-07,20.11
MOORT_6,2017-12-08,20.12
MOORT_6,2017-12-09,20.12
MOORT_6,2017-12-10,20.2
MOORT_6,2017-12-11,20.16
MOORT_6,2017-12-12,20.15
MOORT_6,2017-12-13,20.18
MOORT_6,2017-12-14,20.86
MOORT_6,2017-12-15,20.18
MOORT_6,2017-12-16,20.14
MOORT_6,2017-12-17,20.14
MOORT_6,2017-12-18,20.14
MOORT_6,2017-12-19,20.12
MOORT_6,2017-12-20,20.12
MOORT_6,2017-12-21,20.12
MOORT_6,2017-12-22,20.11
MOORT_6,2017-12-23,20.14
MOORT_6,2017-12-24,20.12
MOORT_6,2017-12-25,20.16
MOORT_6,2017-12-26,20.14
MOORT_6,2017-12-27,20.15
MOORT_6,2017-12-28,20.15
MOORT_6,2017-12-29,20.18
MOORT_6,2017-12-30,20.15
MOORT_6,2017-12-31,20.15
MOORT_6,2018-01-01,20.18
MOORT_6,2018-01-02,20.16
MOORT_6,2018-01-03,20.53
MOORT_6,2018-01-04,20.18
MOORT_6,2018-01-05,20.17
MOORT_6,2018-01-06,20.15
MOORT_6,2018-01-07,20.13
MOORT_6,2018-01-08,20.14
MOORT_6,2018-01-09,20.15
MOORT_6,2018-01-10,20.16
MOORT_6,2018-01-11,20.13
MOORT_6,2018-01-12,20.14
MOORT_6,2018-01-13,20.15
MOORT_6,2018-01-14,20.14
MOORT_6,2018-01-15,20.15
MOORT_6,2018-01-16,20.15
MOORT_6,2018-01-17,20.14
MOORT_6,2018-01-18,20.13
MOORT_6,2018-01-19,20.13
MOORT_6,2018-01-20,20.16
MOORT_6,2018-01-21,20.15
MOORT_6,2018-01-22,20.14
MOORT_6,2018-01-23,20.14
MOORT_6,2018-01-24,20.16
MOORT_6,2018-01-25,20.14
MOORT_6,2018-01-26,20.15
MOORT_6,2018-01-27,20.15
MOORT_6,2018-01-28,20.14
MOORT_6,2018-01-29,20.15
MOORT_6,2018-01-30,20.13
MOORT_6,2018-01-31,20.15
MOORT_6,2018-02-01,20.16
MOORT_6,2018-02-02,20.16
MOORT_6,2018-02-03,20.16
MOORT_6,2018-02-04,20.15
MOORT_6,2018-02-05,20.15
MOORT_6,2018-02-06,20.15
MOORT_6,2018-02-07,20.15
MOORT_6,2018-02-08,20.15
MOORT_6,2018-02-09,20.16
MOORT_6,2018-02-10,20.17
MOORT_6,2018-02-11,20.17
MOORT_6,2018-02-12,20.15
MOORT_6,2018-02-13,20.16
MOORT_6,2018-02-14,20.14
MOORT_6,2018-02-15,20.14
MOORT_6,2018-02-16,20.14
MOORT_6,2018-02-17,20.15
MOORT_6,2018-02-18,20.14
MOORT_6,2018-02-19,20.14
MOORT_6,2018-02-20,20.12
MOORT_6,2018-02-21,20.12
MOORT_6,2018-02-22,20.12
MOORT_6,2018-02-23,20.12
MOORT_6,2018-02-24,20.12
MOORT_6,2018-02-25,20.12
MOORT_6,2018-02-26,20.11
MOORT_6,2018-02-27,20.1
MOORT_6,2018-02-28,20.08
MOORT_6,2018-03-01,20.09
MOORT_6,2018-03-02,20.12
MOORT_6,2018-03-03,20.11
MOORT_6,2018-03-04,20.13
MOORT_6,2018-03-05,20.12
MOORT_6,2018-03-06,20.11
MOORT_6,2018-03-07,20.11
MOORT_6,2018-03-08,20.12
MOORT_6,2018-03-09,20.12
MOORT_6,2018-03-10,20.13
MOORT_6,2018-03-11,20.35
MOORT_6,2018-03-12,20.15
MOORT_6,2018-03-13,20.13
MOORT_6,2018-03-14,20.15
MOORT_6,2018-03-15,20.13
MOORT_6,2018-03-16,20.12
MOORT_6,2018-03-17,20.13
MOORT_6,2018-03-18,20.13
MOORT_6,2018-03-19,20.13
MOORT_6,2018-03-20,20.12
MOORT_6,2018-03-21,20.12
MOORT_6,2018-03-22,20.14
MOORT_6,2018-03-23,20.16
MOORT_6,2018-03-24,20.16
MOORT_6,2018-03-25,20.15
MOORT_6,2018-03-26,20.14
MOORT_6,2018-03-27,20.07
MOORT_6,2018-03-28,19.98
MOORT_6,2018-03-29,20.04
MOORT_6,2018-03-30,19.96
MOORT_6,2018-03-31,19.97
MOORT_6,2018-04-01,20.08
MOORT_6,2018-04-02,20.02
MOORT_6,2018-04-03,19.96
MOORT_6,2018-04-04,19.96
MOORT_6,2018-04-05,20.13
MOORT_6,2018-04-06,20.13
MOORT_6,2018-04-07,20.05
MOORT_6,2018-04-08,20.04
MOORT_6,2018-04-09,20.03
MOORT_6,2018-04-10,20.0
MOORT_6,2018-04-11,20.04
MOORT_6,2018-04-12,19.98
MOORT_6,2018-04-13,20.04
MOORT_6,2018-04-14,20.16
MOORT_6,2018-04-15,20.09
MOORT_6,2018-04-16,20.14
MOORT_6,2018-04-17,20.21
MOORT_6,2018-04-18,20.27
MOORT_6,2018-04-19,20.23
MOORT_6,2018-04-20,20.2
MOORT_6,2018-04-21,20.19
MOORT_6,2018-04-22,20.05
MOORT_6,2018-04-23,20.12
MOORT_6,2018-04-24,20.12
MOORT_6,2018-04-25,20.06
MOORT_6,2018-04-26,20.11
MOORT_6,2018-04-27,20.03
MOORT_6,2018-04-28,20.04
MOORT_6,2018-04-29,20.02
MOORT_6,2018-04-30,19.93
MOORT_6,2018-05-01,20.08
MOORT_6,2018-05-02,20.05
MOORT_6,2018-05-03,20.14
MOORT_6,2018-05-04,20.18
MOORT_6,2018-05-05,20.2
MOORT_6,2018-05-06,20.15
MOORT_6,2018-05-07,20.1
MOORT_6,2018-05-08,20.0
MOORT_6,2018-05-09,19.96
MOORT_6,2018-05-10,20.02
MOORT_6,2018-05-11,20.08
MOORT_6,2018-05-12,20.02
MOORT_6,2018-05-13,20.07
MOORT_6,2018-05-14,20.09
MOORT_6,2018-05-15,20.1
MOORT_6,2018-05-16,20.1
MOORT_6,2018-05-17,20.14
MOORT_6,2018-05-18,20.13
MOORT_6,2018-05-19,20.13
MOORT_6,2018-05-20,20.14
MOORT_6,2018-05-21,20.07
MOORT_6,2018-05-22,20.04
MOORT_6,2018-05-23,20.11
MOORT_6,2018-05-24,20.1
MOORT_6,2018-05-25,20.11
MOORT_6,2018-05-26,20.12
MOORT_6,2018-05-27,20.09
MOORT_6,2018-05-28,20.07
MOORT_6,2018-05-29,20.02
MOORT_6,2018-05-30,20.03
MOORT_6,2018-05-31,20.04
MOORT_6,2018-06-01,20.14
MOORT_6,2018-06-02,20.14
MOORT_6,2018-06-03,20.12
MOORT_6,2018-06-04,20.08
MOORT_6,2018-06-05,20.09
MOORT_6,2018-06-06,20.05
MOORT_6,2018-06-07,20.04
MOORT_6,2018-06-08,20.03
MOORT_6,2018-06-09,20.02
MOORT_6,2018-06-10,20.0
MOORT_6,2018-06-11,19.99
MOORT_6,2018-06-12,19.98
MOORT_6,2018-06-13,20.03
MOORT_6,2018-06-14,19.96
MOORT_6,2018-06-15,19.98
MOORT_6,2018-06-16,19.96
MOORT_6,2018-06-17,20.02
MOORT_6,2018-06-18,20.04
MOORT_6,2018-06-19,20.08
MOORT_6,2018-06-20,20.04
MOORT_6,2018-06-21,20.03
MOORT_6,2018-06-22,20.07
MOORT_6,2018-06-23,20.07
MOORT_6,2018-06-24,20.06
MOORT_6,2018-06-25,20.08
MOORT_6,2018-06-26,20.03
MOORT_6,2018-06-27,19.98
MOORT_6,2018-06-28,19.95
MOORT_6,2018-06-29,19.92
MOORT_6,2018-06-30,19.9
MOORT_6,2018-07-01,19.86
MOORT_6,2018-07-02,19.87
MOORT_6,2018-07-03,19.86
MOORT_6,2018-07-04,19.82
MOORT_6,2018-07-05,19.8
MOORT_6,2018-07-06,19.83
MOORT_6,2018-07-07,19.91
MOORT_6,2018-07-08,19.93
MOORT_6,2018-07-09,19.92
MOORT_6,2018-07-10,19.84
MOORT_6,2018-07-11,19.86
MOORT_6,2018-07-12,19.87
MOORT_6,2018-07-13,19.85
MOORT_6,2018-07-14,19.84
MOORT_6,2018-07-15,19.83
MOORT_6,2018-07-16,19.75
MOORT_6,2018-07-17,19.82
MOORT_6,2018-07-18,19.82
MOORT_6,2018-07-19,19.79
MOORT_6,2018-07-20,19.72
MOORT_6,2018-07-21,19.75
MOORT_6,2018-07-22,19.79
MOORT_6,2018-07-23,19.76
MOORT_6,2018-07-24,19.7
MOORT_6,2018-07-25,19.8
MOORT_6,2018-07-26,19.75
MOORT_6,2018-07-27,19.63
MOORT_6,2018-07-28,19.69
MOORT_6,2018-07-29,19.72
MOORT_6,2018-07-30,19.72
MOORT_6,2018-07-31,19.7
MOORT_6,2018-08-01,19.72
MOORT_6,2018-08-02,19.72
MOORT_6,2018-08-03,19.71
MOORT_6,2018-08-04,19.72
MOORT_6,2018-08-05,19.77
MOORT_6,2018-08-06,19.68
MOORT_6,2018-08-07,19.56
MOORT_6,2018-08-08,19.62
MOORT_6,2018-08-09,19.64
MOORT_6,2018-08-10,19.85
MOORT_6,2018-08-11,19.9
MOORT_6,2018-08-12,19.82
MOORT_6,2018-08-13,19.75
MOORT_6,2018-08-14,19.85
MOORT_6,2018-08-15,19.88
MOORT_6,2018-08-16,19.84
MOORT_6,2018-08-17,19.9
MOORT_6,2018-08-18,19.94
MOORT_6,2018-08-19,19.93
MOORT_6,2018-08-20,19.92
MOORT_6,2018-08-21,19.91
MOORT_6,2018-08-22,19.89
MOORT_6,2018-08-23,19.85
MOORT_6,2018-08-24,19.82
MOORT_6,2018-08-25,19.83
MOORT_6,2018-08-26,19.87
MOORT_6,2018-08-27,19.85
MOORT_6,2018-08-28,19.91
MOORT_6,2018-08-29,19.83
MOORT_6,2018-08-30,19.96
MOORT_6,2018-08-31,19.98
MOORT_6,2018-09-01,19.98
MOORT_6,2018-09-02,19.97
MOORT_6,2018-09-03,19.91
MOORT_6,2018-09-04,19.91
MOORT_6,2018-09-05,19.91
MOORT_6,2018-09-06,19.9
MOORT_6,2018-09-07,19.92
MOORT_6,2018-09-08,19.92
MOORT_6,2018-09-09,19.93
MOORT_6,2018-09-10,19.9
MOORT_6,2018-09-11,19.88
MOORT_6,2018-09-12,19.87
MOORT_6,2018-09-13,19.89
MOORT_6,2018-09-14,19.88
MOORT_6,2018-09-15,19.89
MOORT_6,2018-09-16,19.9
MOORT_6,2018-09-17,19.89
MOORT_6,2018-09-18,19.85
MOORT_6,2018-09-19,19.85
MOORT_6,2018-09-20,19.86
MOORT_6,2018-09-21,19.9
MOORT_6,2018-09-22,19.89
MOORT_6,2018-09-23,20.0
MOORT_6,2018-09-24,19.95
MOORT_6,2018-09-25,19.92
MOORT_6,2018-09-26,19.93
MOORT_6,2018-09-27,19.92
MOORT_6,2018-09-28,19.94
MOORT_6,2018-09-29,19.92
MOORT_6,2018-09-30,19.93
MOORT_6,2018-10-01,19.95
MOORT_6,2018-10-02,19.95
MOORT_6,2018-10-03,19.93
MOORT_6,2018-10-04,19.91
MOORT_6,2018-10-05,19.91
MOORT_6,2018-10-06,19.93
MOORT_6,2018-10-07,19.93
MOORT_6,2018-10-08,19.93
MOORT_6,2018-10-09,19.91
MOORT_6,2018-10-10,19.93
MOORT_6,2018-10-11,19.94
MOORT_6,2018-10-12,19.94
MOORT_6,2018-10-13,19.95
MOORT_6,2018-10-14,19.95
MOORT_6,2018-10-15,19.94
MOORT_6,2018-10-16,19.93
MOORT_6,2018-10-17,19.92
MOORT_6,2018-10-18,19.93
MOORT_6,2018-10-19,19.93
MOORT_6,2018-10-20,19.95
MOORT_6,2018-10-21,19.95
MOORT_6,2018-10-22,19.95
MOORT_6,2018-10-23,19.93
MOORT_6,2018-10-24,19.93
MOORT_6,2018-10-25,19.93
MOORT_6,2018-10-26,19.93
MOORT_6,2018-10-27,19.98
MOORT_6,2018-10-28,19.96
MOORT_6,2018-10-29,19.98
MOORT_6,2018-10-30,20.04
MOORT_6,2018-10-31,20.0
MOORT_6,2018-11-01,19.97
MOORT_6,2018-11-02,19.99
MOORT_6,2018-11-03,19.97
MOORT_6,2018-11-04,19.99
MOORT_6,2018-11-05,19.98
MOORT_6,2018-11-06,19.98
MOORT_6,2018-11-07,19.99
MOORT_6,2018-11-08,19.96
MOORT_6,2018-11-09,19.96
MOORT_6,2018-11-10,19.98
MOORT_6,2018-11-11,20.01
MOORT_6,2018-11-12,20.06
MOORT_6,2018-11-13,20.02
MOORT_6,2018-11-14,19.99
