totim,kstp,kper,zone,STO-SS-IN,RIV-IN,RCHA-IN,STO-SS-OUT,RIV-OUT,RCHA-OUT,FROM ZONE 0,FROM ZONE 1,TO ZONE 0,TO ZONE 1
1.000000000000000,1,1,1,.000000000000000,17822.48908333327,14548.31886628034,.000000000000000,32370.94632695675,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000
