totim,kstp,kper,zone,STO-SS-IN,DRN-IN,RIV-IN,RCHA-IN,STO-SS-OUT,DRN-OUT,RIV-OUT,RCHA-OUT,FROM ZONE 0,FROM ZONE 1,TO ZONE 0,TO ZONE 1
1.000000000000000,1,1,1,.000000000000000,.000000000000000,22027.67520575276,14548.31886628034,.000000000000000,36454.91750219785,121.0709799059363,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000
