totim,kstp,kper,zone,STO-SS-IN,DRN-IN,RIV-IN,RCHA-IN,STO-SS-OUT,DRN-OUT,RIV-OUT,RCHA-OUT,FROM ZONE 0,FROM ZONE 1,TO ZONE 0,TO ZONE 1
1.000000000000000,1,1,1,.000000000000000,.000000000000000,2250.713425878867,14548.31886628034,.000000000000000,12683.35065633084,4115.836999204739,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000
