totim,kstp,kper,zone,STO-SS-IN,DRN-IN,RIV-IN,RCHA-IN,STO-SS-OUT,DRN-OUT,RIV-OUT,RCHA-OUT,FROM ZONE 0,FROM ZONE 1,TO ZONE 0,TO ZONE 1
1.000000000000000,1,1,1,.000000000000000,.000000000000000,20158.74128019604,30626.80328399733,.000000000000000,50500.53626186151,285.4948660960101,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000
