totim,kstp,kper,zone,STO-SS-IN,DRN-IN,RIV-IN,RCHA-IN,STO-SS-OUT,DRN-OUT,RIV-OUT,RCHA-OUT,FROM ZONE 0,FROM ZONE 1,TO ZONE 0,TO ZONE 1
1.000000000000000,1,1,1,.000000000000000,.000000000000000,20473.24561113130,21188.98999999964,.000000000000000,41408.68790187667,253.9555541112658,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000
